,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,status,relative_results,url,state
79,Glossi Nail Bar,"Glossi Nail Bar, 13 Colma Blvd, Colma, CA 94014",0x808f7b05ce206dcf:0xf84bcf1874db01ec,,37.6777892,-122.4695128,"['Nail salon', 'Waxing hair removal service']",3.6,38,,"[['Sunday', '10AM–7PM'], ['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM'], ['Thursday', '10AM–9PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Closed ⋅ Opens 10AM,"['0x808f7b8c8903d145:0xc41776fcace61eca', '0x808f7c7ceed6f5ab:0x812acbbbedd5860c', '0x808f7c5d20bae3e9:0xa09de8634346fcfc', '0x808f7bbd1c3716a3:0xe806cf0046d31d3b', '0x808f79960bada5eb:0x8b8aa08e26f68d2f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f7b05ce206dcf:0xf84bcf1874db01ec?authuser=-1&hl=en&gl=us,California
80,Lyon's Restaurant,"Lyon's Restaurant, 5495 Sunrise Blvd, Citrus Heights, CA 95610",0x809ade19daadafab:0x5def71e9e7b1c6a,,38.6665179,-121.2733794,['Restaurant'],3.5,38,,"[['Thursday', '7AM–9PM'], ['Friday', '7AM–10PM'], ['Saturday', '7AM–10PM'], ['Sunday', '7AM–9PM'], ['Monday', '7AM–9PM'], ['Tuesday', '7AM–9PM'], ['Wednesday', '7AM–9PM']]","{'Service options': ['Delivery'], 'Amenities': ['Good for kids']}",Permanently closed,['0x809ade22e2555cb1:0x8bd840808832dab9'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ade19daadafab:0x5def71e9e7b1c6a?authuser=-1&hl=en&gl=us,California
81,Altos De Miami,"Altos De Miami, 1 Glen Royal Pkwy, Miami, FL 33125",0x88d9b6e295c0f789:0x7b022c7826997df2,,25.7731589,-80.2313898,['Condominium complex'],4.1,58,,"[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]",{'Accessibility': ['Wheelchair accessible entrance']},Open 24 hours,"['0x88d9b7a1e281b84f:0x6a7f10fb9a5dcee5', '0x88d9b7aba0fd1dff:0xd53c39e8a89dd000', '0x88d9b401bcc2da41:0x72cbdba7deb252d9', '0x88d9c0249f050ea3:0xec61654c3a0ca1e7', '0x88d9b790e28b56bd:0x3c0ef0c471f77584']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b6e295c0f789:0x7b022c7826997df2?authuser=-1&hl=en&gl=us,Florida
82,Claire's,"Claire's, 3401 Dale Rd Space Q21, Modesto, CA 95356",0x8090504ec98781ad:0x39e91a4a0d1c764f,"Chain retailer offering an array of jewelry & fashion accessories, plus ear piercing.",37.6888346,-121.0536769,"['Fashion accessories store', 'Ear piercing service', 'Jewelry store', 'Toy store']",4.0,36,$$,"[['Sunday', '11AM–7PM'], ['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['NFC mobile payments']}",Open ⋅ Closes 7PM,"['0x8090504ec98781ad:0x6ccc070743e083c9', '0x8090504bec0ad401:0xdc9b249b5236eeff', '0x8090504ec98781ad:0xaac366900593b68d', '0x8090504bec0ad401:0x2d977a8894b7c7a5', '0x8090504bec0ad401:0xdd2a7dd748ebd903']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8090504ec98781ad:0x39e91a4a0d1c764f?authuser=-1&hl=en&gl=us,California
83,Upland Florist Upland Flower Boutique,"Upland Florist Upland Flower Boutique, 149 N Euclid Ave, Upland, CA 91786",0x80c33156d1d6bafd:0x1e5e3a1b830544a2,,34.095292,-117.6515984,"['Florist', 'Dried flower shop', 'Wholesale florist']",4.9,57,,"[['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM'], ['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '9AM–3PM']]","{'Service options': ['Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit']}",Closed ⋅ Opens 9AM Mon,"['0x80c333c2297b73b9:0xb45e930fc3aa13de', '0x80c336aacffceaa9:0xc6a13b5e41079cda', '0x80c3338c5887220f:0x1201c277c9b145ac', '0x80c333c22c8951a3:0x168e4b26fce84bde']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c33156d1d6bafd:0x1e5e3a1b830544a2?authuser=-1&hl=en&gl=us,California
84,Square Bar,"Square Bar, 9301 Tampa Ave, Northridge Fashion Center, Northridge, CA 91324",0x80c29b0b4a0ce31d:0x25cf2b9eaef2a07b,,34.238741,-118.556171,['Cafe'],3.6,14,,"[['Wednesday', '10AM–9PM'], ['Thursday', '10AM–9PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM'], ['Sunday', '10AM–9PM'], ['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM']]","{'Service options': ['Delivery', 'Takeout'], 'Highlights': ['Fast service', 'Great dessert', 'Great tea selection'], 'Popular for': ['Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Quick bite'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups']}",Open ⋅ Closes 9PM,"['0x80c29bab67db69a7:0x58eced47ea0f07c9', '0x80c29b7f8d505e61:0x485deeada555aa38', '0x80c29a53da398ff7:0x861bd341145025c7', '0x80c29bab67db69a7:0x27d7dd8cc1788788', '0x80c29bb5a50ba18d:0x20d42a016c395757']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c29b0b4a0ce31d:0x25cf2b9eaef2a07b?authuser=-1&hl=en&gl=us,California
85,Adolfo Park,"Adolfo Park, 3601 N Adolfo Rd, Camarillo, CA 93010",0x80e83674a8351daf:0xbe77f75e76a5c046,,34.232927,-119.0221546,"['Park', 'BBQ area', 'Picnic ground', 'Playground', 'Tourist attraction']",4.2,55,,"[['Monday', '7AM–8PM'], ['Tuesday', '7AM–8PM'], ['Wednesday', '7AM–8PM'], ['Thursday', '7AM–8PM'], ['Friday', '7AM–8PM'], ['Saturday', '7AM–8PM'], ['Sunday', '7AM–8PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Closes soon ⋅ 8PM ⋅ Opens 7AM Tue,"['0x80e835dfbfc88ac5:0x8ab02c28814b8e4e', '0x80e83618f84facb5:0x7020972c8d98f59b', '0x80e849fca0db2d91:0xde0a622363e3024e', '0x80e836bb6b74b13d:0xde31edc0e31d6457', '0x80e84a21be318441:0x7a961378f9de6100']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e83674a8351daf:0xbe77f75e76a5c046?authuser=-1&hl=en&gl=us,California
86,Smile Time Dental,"Smile Time Dental, 6406 Sunrise Blvd ste c, Citrus Heights, CA 95610",0x809adfb30929d927:0xe8ae07017c01487f,,38.6824969,-121.2712572,"['Dentist', 'Dental clinic', 'Dental hygienist', 'Dental implants periodontist', 'Emergency dental service', 'Orthodontist', 'Pediatric dentist', 'Periodontist', 'Teeth whitening service']",4.3,98,,"[['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], 'Amenities': ['Gender-neutral restroom', 'Restroom'], 'Planning': ['Appointments recommended']}",Opens soon ⋅ 8AM,"['0x809adf6162086319:0xcba6423fe43874a3', '0x809adfd22df930fb:0xe2d86bcc1cfca37a', '0x809adb859a94e95b:0x74df32ef804068c7', '0x809ade2ef7e49839:0x48073e711670c8a3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809adfb30929d927:0xe8ae07017c01487f?authuser=-1&hl=en&gl=us,California
87,Boost Mobile,"Boost Mobile, 3757 E 1st St, Los Angeles, CA 90063",0x80c2cf5953aa3cd5:0x7b66eebf21549342,"Wireless provider featuring an assortment of prepaid mobile phones, data plans & accessories.",34.0361886,-118.1851071,"['Cell phone store', 'Telecommunications service provider']",4.7,16,$,"[['Tuesday', '10AM–7:30PM'], ['Wednesday', '10AM–7:30PM'], ['Thursday', '10AM–7:30PM'], ['Friday', '10AM–7:30PM'], ['Saturday', '10AM–7:30PM'], ['Sunday', '10AM–6PM'], ['Monday', '10AM–7:30PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards']}",Open ⋅ Closes 7:30PM,"['0x80c2c609300be0b1:0xd8441be22e152e1f', '0x80c2c5faa5ccc057:0xca3319157bb75b34', '0x80c2c607560025a3:0x5d07c0d8c440da8b', '0x80c2c608dfbd9225:0xed616e43aa28a745']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cf5953aa3cd5:0x7b66eebf21549342?authuser=-1&hl=en&gl=us,California
88,Traviezos Antro Bar & Grill,"Traviezos Antro Bar & Grill, 10380 Central Ave, Montclair, CA 91763",0x80c3334f68442065:0x2e74c5401eae6f90,,34.0653053,-117.6900591,['Bar & grill'],4.2,15,,"[['Sunday', '8PM–1:30AM'], ['Monday', 'Closed'], ['Tuesday', '8PM–1:30AM'], ['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', '8PM–1:30AM'], ['Saturday', '8PM–1:30AM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Highlights': ['Fast service'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Food', 'Quick bite'], 'Amenities': ['Restroom'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups'], 'Payments': ['Debit cards']}",Closed ⋅ Opens 8PM,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c3334f68442065:0x2e74c5401eae6f90?authuser=-1&hl=en&gl=us,California
89,Family Dollar,"Family Dollar, 2532 W Colonial Dr, Orlando, FL 32804",0x88e77a30a7619ebf:0x1d05d9503a0ef942,"Discount chain carrying a variety of goods, including groceries, household items & beauty products.",28.5505702,-81.41257329999999,"['Dollar store', 'Beer store', 'Clothing store', 'Discount store', 'Discount supermarket', 'School supply store', 'Tobacco shop', 'Toy store', 'Wine store']",3.7,115,$,"[['Friday', '8AM–10PM'], ['Saturday', '8AM–10PM'], ['Sunday', '8AM–10PM'], ['Monday', '8AM–10PM'], ['Tuesday', '8AM–10PM'], ['Wednesday', '8AM–10PM'], ['Thursday', '8AM–10PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards']}",Open ⋅ Closes 10PM,"['0x88e77a66d160d27d:0x8c1918b2feb14338', '0x88e77bb069fa5475:0x22408c7d8a16b60d', '0x88e77a4c39643f07:0xa4bd68462ab14168', '0x88e77bb0da5dfc95:0x5f4ecf548a24c3e5', '0x88e77bcc501a30a1:0xe254e642548ca72f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77a30a7619ebf:0x1d05d9503a0ef942?authuser=-1&hl=en&gl=us,Florida
90,RIDE N ROLL BICYCLE,"RIDE N ROLL BICYCLE, 924 W Bay Dr, Largo, FL 33770",0x88c2fa0c9119593d:0x19085c83def5e2be,,27.9169254,-82.79861079999999,"['Bicycle Shop', 'Bicycle rack', 'Bicycle rental service', 'Bicycle repair shop', 'Electric motor store', 'Nutritionist', 'Sporting goods store', 'Sports equipment rental service', 'Used bicycle shop']",3.9,48,,"[['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–6PM'], ['Saturday', '10AM–5PM'], ['Sunday', 'Closed'], ['Monday', '10AM–6PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Activities': ['Bicycle rental']}",Permanently closed,"['0x88c2f3d581ea659b:0x38a8d2566b2262ac', '0x88c2f02e41a77a4b:0x2e0f469e97ce79db', '0x88c2fc786812c78d:0xeae3ab5ef5f23d74', '0x88c2f056020521d1:0x160b1d4716432dfc']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2fa0c9119593d:0x19085c83def5e2be?authuser=-1&hl=en&gl=us,Florida
91,Salt Craft,"Salt Craft, 377 St Mary St, Pleasanton, CA 94566, United States",0x808fe9a3ac5c9e4b:0xb7602f151cc9c683,"Relaxed, all-day American kitchen with beer & wine, served outdoors only (some seating is covered).",37.663069,-121.8759686,"['Bakery', 'Catering food and drink supplier']",4.4,228,₩₩,"[['Monday', '8AM–4PM'], ['Tuesday', '8AM–4PM'], ['Wednesday', '8AM–4PM'], ['Thursday', '8AM–4PM'], ['Friday', '8AM–4PM'], ['Saturday', '9AM–1PM'], ['Sunday', 'Closed']]","{'Service options': ['In-store pick-up', 'Delivery', 'In-store shopping', 'Takeaway', 'Dine-in'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Amenities': ['Wi-Fi'], 'Atmosphere': ['Trending'], 'Payments': ['Debit cards', 'Credit cards']}",Closed ⋅ Opens 8AM Tue,"['0x808fe9a32f34a509:0x817e00870bd5c50', '0x808fe9bd2a25ecbd:0x9fe616a68b0a53d6', '0x808fe9a32b84f47d:0x5266824ab073a4b3', '0x808fe9a30e7df2b1:0x73900da7a65df066', '0x808fe9bd2eb7cfcf:0x544791220440d821']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fe9a3ac5c9e4b:0xb7602f151cc9c683?authuser=-1&hl=en&gl=kr,California
92,Smoke Assassins,"Smoke Assassins, 910 Pueblo Blvd B, West Wendover, NV 89883",0x80ac26203b524c3b:0x3e49a2ab86414eaa,,40.7400019,-114.0764895,['Cigar shop'],3.8,98,,"[['Sunday', 'Closed'], ['Monday', '12–8PM'], ['Tuesday', '12–8PM'], ['Wednesday', '12–8PM'], ['Thursday', '12–8PM'], ['Friday', '12–8PM'], ['Saturday', '12–8PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'Credit cards']}",Closed ⋅ Opens 12PM Mon,"['0x80ac262130fb12c7:0x51522124d213a959', '0x80ac262100bb5b85:0x94add0da368bc8e9', '0x80ac29b7e1bc77bd:0xfafe9b3fa913b8c8', '0x80ac28a7da868c73:0x564e14a75afc650c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ac26203b524c3b:0x3e49a2ab86414eaa?authuser=-1&hl=en&gl=us,Nevada
93,Fresno Pet Pleasure,"Fresno Pet Pleasure, 3639 N Blythe Ave, Fresno, CA 93722",0x80946672e7a3a597:0xef9fa10439961a13,,36.7906599,-119.8722677,['Pet boarding service'],4.7,18,,"[['Sunday', '1–5PM'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', '8AM–1PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Closed ⋅ Opens 1PM,"['0x80945db5b8fa75c7:0x6f9081756e2eddd3', '0x80944278b3261ae5:0x44e92d7f93f5fde9', '0x80945c7ee48bdea1:0xd5be40d35a74de51', '0x8094614364754f5f:0x1ce5cbd5e5cd2f9c', '0x809469ee406e920d:0x25775327adc26cf5']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80946672e7a3a597:0xef9fa10439961a13?authuser=-1&hl=en&gl=us,California
94,City Haircuts,"City Haircuts, 7801 Greenback Ln ste c, Citrus Heights, CA 95610",0x809ade3065342aa3:0x6240f02a3a7e9d3d,,38.6788314,-121.2764273,"['Beauty salon', 'Hair salon']",4.9,33,,"[['Wednesday', '9AM–6PM'], ['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '9AM–4PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '9AM–6PM']]",,Permanently closed,"['0x809adf033a570cc5:0x5e896ca16b90493f', '0x809adfba3c5c425b:0xa73ff4e10b2dd853', '0x809adf66cac603cb:0xdd2dfa1c79677a38', '0x809adedf39903b3d:0xa94bc51ee8b735cc', '0x809ade22fc3aa439:0xaf0e8b1fab543205']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ade3065342aa3:0x6240f02a3a7e9d3d?authuser=-1&hl=en&gl=us,California
95,Madera Family Dental Care,"Madera Family Dental Care, 2311 W Cleveland Ave #103, Madera, CA 93637",0x80940be922eca99b:0x68e9237ee090d8ce,,36.9752349,-120.0852737,['Dentist'],4.7,136,,"[['Thursday', '8:30AM–4:30PM'], ['Friday', '8:30AM–4:30PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8:30AM–4:30PM'], ['Tuesday', '8:30AM–4:30PM'], ['Wednesday', '8:30AM–4:30PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']}",Opens soon ⋅ 8:30AM,"['0x80940c8711688e11:0x3be84346832e7c57', '0x80940be937b464bd:0x31ecf80532dac0bb', '0x80940bf3dbbe7a41:0x18e4e57e84b4cd10', '0x80940bf3cb45177f:0xd95f7244648f19e9', '0x80940c6532e19085:0x829a1d4c11ef68bc']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80940be922eca99b:0x68e9237ee090d8ce?authuser=-1&hl=en&gl=us,California
96,Fallen Crow tattoo company,"Fallen Crow tattoo company, 39840 Los Alamos Rd #6, Murrieta, CA 92562",0x80dc82707b392a73:0x1758cddb3d6e5642,,33.5727778,-117.1827778,['Tattoo shop'],4.8,58,,"[['Monday', 'Closed'], ['Tuesday', '11:30AM–7PM'], ['Wednesday', '11:30AM–7PM'], ['Thursday', '11:30AM–7PM'], ['Friday', '11:30AM–7PM'], ['Saturday', '11:30AM–7PM'], ['Sunday', '11:30AM–7PM']]","{'Service options': ['Delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Payments': ['Debit cards']}",Closed ⋅ Opens 11:30AM Tue,"['0x80dc821621d9e90f:0x21632f91c1a234ac', '0x80dc82179fe47acb:0xdd278eafe24e7dc3', '0x80db7e382456c4cb:0x8c600c1aee61a8b7', '0x80db7e35778c977b:0xd8c452d256216347', '0x80dc81e2e2a81ea5:0xc183b11e7b90b60c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc82707b392a73:0x1758cddb3d6e5642?authuser=-1&hl=en&gl=us,California
97,Qvo Auto Accessories,"Qvo Auto Accessories, 13425 Valley Blvd, City of Industry, CA 91746",0x80c2d71ff4dfb845:0x3cd58b24f109376c,,34.0488878,-117.9950154,"['Auto parts store', 'Truck accessories store']",4.8,25,,"[['Monday', '10:30AM–6PM'], ['Tuesday', '10:30AM–6PM'], ['Wednesday', '10:30AM–6PM'], ['Thursday', '10:30AM–6PM'], ['Friday', '10:30AM–6PM'], ['Saturday', '11AM–5PM'], ['Sunday', 'Closed']]","{'Service options': ['In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit']}",Closed ⋅ Opens 10:30AM,"['0x80c2d81f63d6160d:0xba897bc02ef7cac8', '0x80c2d0b77751cf7d:0x2d18918ad542b64c', '0x80c2d6e232944e0d:0x6634480dffea98cd', '0x80c2dabaa504d93d:0xcfa2a438950a9eca']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d71ff4dfb845:0x3cd58b24f109376c?authuser=-1&hl=en&gl=us,California
98,"Primary Residential Mortgage, Inc.","Primary Residential Mortgage, Inc., 3848 Colonial Blvd Suite 2, Fort Myers, FL 33966",0x88db6afaa69b6c79:0xab8d44c0a9be5417,,26.5984801,-81.8331522,['Mortgage lender'],4.8,128,,"[['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Closed ⋅ Opens 9AM,"['0x88db6afaa69b6c79:0x4f98daade797915d', '0x88db6b264731aeb1:0xa6886b699fdec3d4', '0x88db4038e0b6adab:0x30e8a1b8ccea827d', '0x88db41a43dfb74a7:0xe4a16711de5aad2a', '0x88db40472028c6e9:0xaf36909dc99dbb67']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db6afaa69b6c79:0xab8d44c0a9be5417?authuser=-1&hl=en&gl=us,Florida
99,CrossFit Megalodon and Personal Training,"CrossFit Megalodon and Personal Training, 1250 Ogden Rd, Venice, FL 34285",0x88c35a3384cfd02d:0x4b529cfbcbf656fe,,27.0815467,-82.4232406,['Physical fitness program'],5.0,38,,"[['Saturday', '8:30–9:30AM'], ['Sunday', '8:30–9:30AM'], ['Monday', '5AM–7PM'], ['Tuesday', '5AM–7PM'], ['Wednesday', '5AM–7PM'], ['Thursday', '5AM–7PM'], ['Friday', '5AM–7PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Closed ⋅ Opens 8:30AM Sun,"['0x88c3507bc04350ff:0x115201831c49ea2c', '0x88c3598cb469147d:0x574bd68ece8f8d34', '0x88c359fb24f5fa3b:0xc5317b1e6fef40c4', '0x88c350a0be34a2d1:0xbc01f96ea1699c79']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c35a3384cfd02d:0x4b529cfbcbf656fe?authuser=-1&hl=en&gl=us,Florida
